tweet,mentioned,hashtags,clean_tweet,Tweet length
"#IndiaFightsCorona
Given the significant gains by lockdown, the Govt extends the lockdown for a further period of two weeks. The lockdown guidelines provide relaxations based on the risk profiling of the districts of the country into Red (hotspot), Green, and Orange Zones.",[],['#IndiaFightsCorona'],given significant gains lockdown govt extends lockdown period two weeks lockdown guidelines provide relaxations based risk profiling districts country red hotspot green orange zones,181
"#IndiaFightsCorona
Supplementing the massive efforts of the Govt in facing and defeating COVID-19, India’s armed forces show solidarity. The frontline soldiers will undertake several activities saluting the Corona Warriors on May 3rd. 
via NaMo App",[],['#IndiaFightsCorona'],supplementing massive efforts govt facing defeating covid india armed forces show solidarity frontline soldiers undertake several activities saluting corona warriors may rd,172
"A beautifully painted #toilet in Alwar is spreading the message of #Swachhata and raising awareness on #Covid_19.
#IndiaFightsCorona #SwachhBharat

@SanjayNaruka9 @Ranjeetakolimp
@sanjay4India @JitendraNaruk13
@PMOIndia @COVIDNewsByMIB @MIB_India  @BhanwarJitendr1 @AzharKGBasINC https://t.co/7EKiUP0C1S","['@SanjayNaruka9', '@Ranjeetakolimp', '@sanjay4India', '@JitendraNaruk13', '@PMOIndia', '@COVIDNewsByMIB', '@MIB_India', '@BhanwarJitendr1', '@AzharKGBasINC']","['#toilet', '#Swachhata', '#Covid_19', '#IndiaFightsCorona', '#SwachhBharat']",beautifully painted alwar spreading message raising awareness,61
"So better let's take a moment to appreciate government for making efforts which can atleast give them emotional support . ✨🙌 

Proud Moment for every Indian. ❤️🇮🇳
Salute to all Corona Warriors.
 
#AirForceSalutes 
#salutecoronawarriors
#StayHome 
#IndianArmedForces https://t.co/u4HZ0tbwLO",[],"['#AirForceSalutes', '#salutecoronawarriors', '#StayHome', '#IndianArmedForces']",better let take moment appreciate government making efforts atleast give emotional support proud moment every indian salute corona warriors,139
"#IndiaFightsCorona🇮🇳                    👉Samba knows that Aarogya Setu App is against the Coronavirus! Do you? Download the App &amp; encourage others around you to do the same. 
मैं सुरक्षित। हम सुरक्षित। भारत सुरक्षित| 
 @Arogyasetu  @shashidigital @AIRVADODARA @AirVaranasi https://t.co/64M5qwotuZ","['@Arogyasetu', '@shashidigital', '@AIRVADODARA', '@AirVaranasi']",['#IndiaFightsCorona'],samba knows aarogya setu app coronavirus download app encourage others around,77
"With total testing at 1050000 as on 3rd May, 9 AM, India has tested 800/million people which was just 200/million a forthright ago. 
#coronavirusinindia 
#ChineseVirusCorona https://t.co/gvlkQoG6pa",[],"['#coronavirusinindia', '#ChineseVirusCorona']",total testing rd may india tested million people million forthright ago,71
"#IndiaFightsCorona

Lockdown 3.0: Activities to be prohibited in the Red Zones. https://t.co/RSSqiclgPp",[],['#IndiaFightsCorona'],lockdown activities prohibited red zones,40
Here’s our benchmark dear @MoHFW_INDIA we need to #TestTestTest we should follow #Vietnam’s lead 🇻🇳 and NOT #China 🇨🇳 #coronavirusinindia @DC_Gurugram @cmohry @PMOIndia @CNNnews18 @ndtv @aajtak @TimesNow @HTGurgaon https://t.co/Po25FRcTr5,"['@MoHFW_INDIA', '@DC_Gurugram', '@cmohry', '@PMOIndia', '@CNNnews18', '@ndtv', '@aajtak', '@TimesNow', '@HTGurgaon']","['#TestTestTest', '#Vietnam', '#China', '#coronavirusinindia']",benchmark dear need follow lead,31
Introducing ATULYA! Take a look at how it keeps us safe against the #COVID-19. #IndiaFightsCorona https://t.co/G9tnP6qZX1,[],"['#COVID-19', '#IndiaFightsCorona']",introducing atulya take look keeps us safe,42
"Thank you @DDNational for making our #lockdown wonderful &amp; memorable.

 #जय_श्रीराम प्रभु @arungovil12 जी 💐🙏

#Ramayana #AskArun","['@DDNational', '@arungovil12']","['#lockdown', '#Ramayana', '#AskArun']",thank making wonderful memorable,32
"Good morning @yashpalmurar sir

I'm still waiting... Please Confirm🙏

#COVIDー19 #COVID__19 #lockdown 

@DC_Faridabad @JanAashirwad @DIPRO_Faridabad @cmohry @mlkhattar https://t.co/HAHukGFHv3","['@yashpalmurar', '@DC_Faridabad', '@JanAashirwad', '@DIPRO_Faridabad', '@cmohry', '@mlkhattar']","['#COVID', '#COVID__19', '#lockdown']",good morning sir still waiting please confirm,45
"Scorched sky
#clouds #sunrise #lockdown https://t.co/lhlqAiIf6f",[],"['#clouds', '#sunrise', '#lockdown']",scorched sky,12
"Coronavirus and work-life

Jayita Parashar share her experience during lockdown 😊

 #covid19 #workfromhome #staysafe #socialdistancing #healthcare #workgoals https://t.co/2K9KWT6nki",[],"['#covid19', '#workfromhome', '#staysafe', '#socialdistancing', '#healthcare', '#workgoals']",coronavirus work life jayita parashar share experience lockdown,63
@IAF_MCC @DefencePRO_Guj @PIBHindi @SpokespersonMoD @DefencePROPalam @prodefencejammu @proshillong @ProAssam @Prodef_blr @DefencePROTvm @PRODefNgp Tracking 3 C-130 super Hercules above sky. #IndiaSalutesCoronaWarriors #IndiaFightsCorona https://t.co/QoIrEpXuQo,"['@IAF_MCC', '@DefencePRO_Guj', '@PIBHindi', '@SpokespersonMoD', '@DefencePROPalam', '@prodefencejammu', '@proshillong', '@ProAssam', '@Prodef_blr', '@DefencePROTvm', '@PRODefNgp']","['#IndiaSalutesCoronaWarriors', '#IndiaFightsCorona']",tracking c super hercules sky,29
"Enjoy sunday with your family. Mind and body relaxation helps improve efficiency in ‘Work from home’ scenario 

#lockdown #coronavirus https://t.co/IbSNZubWp8",[],"['#lockdown', '#coronavirus']",enjoy sunday family mind body relaxation helps improve efficiency work home scenario,84
"Turn every situation into heaven.::
#MotivationalQuotes #QuarantineLife #coronavirusinindia https://t.co/WdfHHSSrzL",[],"['#MotivationalQuotes', '#QuarantineLife', '#coronavirusinindia']",turn every situation heaven,27
"Take care sablog🙏
#circleapp #news #COVID__19 #coronavirus #lockdown 
https://t.co/mxzD6iZFBM",[],"['#circleapp', '#news', '#COVID__19', '#coronavirus', '#lockdown']",take care sablog,16
"As the Borders are sealed.
We somehow managed to transfer 200 KGs Aata from Gurgaon for the poor ! #COVIDー19 #coronavirus #COVID19India #feedingthenation #NGO #DelhiPolice https://t.co/zTv1AgI6Jf",[],"['#COVID', '#coronavirus', '#COVID19India', '#feedingthenation', '#NGO', '#DelhiPolice']",borders sealed somehow managed transfer kgs aata gurgaon poor,61
"Corona Updates.

Activities in Red Zone.

#corona #coronavirus #sadahaqnews #sadahaq #saaddahaq #saaddahaqnews #covid_19 #stayhome #staysafe #redzone #greenzone #orangezone @latimes @nytimes @WSJ @BBCWorld @BBC @PTC_Network @DharmaMovies https://t.co/iqEjkb6YB3","['@latimes', '@nytimes', '@WSJ', '@BBCWorld', '@BBC', '@PTC_Network', '@DharmaMovies']","['#corona', '#coronavirus', '#sadahaqnews', '#sadahaq', '#saaddahaq', '#saaddahaqnews', '#covid_19', '#stayhome', '#staysafe', '#redzone', '#greenzone', '#orangezone']",corona updates activities red zone,34
"Rules and regulations for #Lockdown3Point0 @ankitpatilji 
Do follow each and every rule. This is for your safety.
#IndiaFightsCorona https://t.co/AR3QJpgvit",['@ankitpatilji'],"['#Lockdown3Point0', '#IndiaFightsCorona']",rules regulations follow every rule safety,42
"Corona Updates.

Activities in Red Zone.

#corona #coronavirus #sadahaqnews #sadahaq #saaddahaq #saaddahaqnews #covid_19 #stayhome #staysafe #redzone #greenzone #orangezone @varungandhi80  @yogitabhayana @AUThackeray https://t.co/6uxB7t5BSW","['@varungandhi80', '@yogitabhayana', '@AUThackeray']","['#corona', '#coronavirus', '#sadahaqnews', '#sadahaq', '#saaddahaq', '#saaddahaqnews', '#covid_19', '#stayhome', '#staysafe', '#redzone', '#greenzone', '#orangezone']",corona updates activities red zone,34
"Corona Updates.

Activities in Red Zone.

#corona #coronavirus #sadahaqnews #sadahaq #saaddahaq #saaddahaqnews #covid_19 #stayhome #staysafe #redzone #greenzone #orangezone https://t.co/bET5ZoVs3L",[],"['#corona', '#coronavirus', '#sadahaqnews', '#sadahaq', '#saaddahaq', '#saaddahaqnews', '#covid_19', '#stayhome', '#staysafe', '#redzone', '#greenzone', '#orangezone']",corona updates activities red zone,34
"Guidelines for Women facing Domestic Voilence.

#corona #coronavirus #sadahaqnews #sadahaq #saaddahaq #saaddahaqnews #covid_19 #stayhome #staysafe #redzone #greenzone #orangezone @HarsimratBadal_  @nehmatks @ImHarmanpreet https://t.co/Vnlmm29YDb","['@HarsimratBadal_', '@nehmatks', '@ImHarmanpreet']","['#corona', '#coronavirus', '#sadahaqnews', '#sadahaq', '#saaddahaq', '#saaddahaqnews', '#covid_19', '#stayhome', '#staysafe', '#redzone', '#greenzone', '#orangezone']",guidelines women facing domestic voilence,41
"Corona Updates. 

Activities in Red Zone.

#corona #coronavirus #sadahaqnews #sadahaq #saaddahaq #saaddahaqnews #covid_19 #stayhome #staysafe #redzone #greenzone #orangezone @JustinTrudeau @chouhan_sumitra @AsYouNotWish @ashwani_mahajan @poonam_mahajan https://t.co/U4Ir4sbxZH","['@JustinTrudeau', '@chouhan_sumitra', '@AsYouNotWish', '@ashwani_mahajan', '@poonam_mahajan']","['#corona', '#coronavirus', '#sadahaqnews', '#sadahaq', '#saaddahaq', '#saaddahaqnews', '#covid_19', '#stayhome', '#staysafe', '#redzone', '#greenzone', '#orangezone']",corona updates activities red zone,34
"I have been seeing how some people are using schoolyard taunts to troll their countrymen. From North to South, it’s like a competition of savageness. You see, lawlessness has longstanding resting spot in our veins. 

&lt;thread&gt;
#SocialDistancing 
#COVIDー19",[],"['#SocialDistancing', '#COVID']",seeing people using schoolyard taunts troll countrymen north south like competition savageness see lawlessness longstanding resting spot veins lt thread gt,155
"🤤Craving for peri peri fries all day everyday 🍟😉
. 
. 
. 
. 
#periperifries🍟 #friesbeforeguys #friesbeforeeverything #potato #quarantinelife #quarantineandchill #foodie #foodlover😍 #indianfoodblogger #foodstagram #foodporn#foodphotographyandstyling #foodblogger https://t.co/DMziqOFz4p",[],"['#periperifries', '#friesbeforeguys', '#friesbeforeeverything', '#potato', '#quarantinelife', '#quarantineandchill', '#foodie', '#foodlover', '#indianfoodblogger', '#foodstagram', '#foodporn', '#foodphotographyandstyling', '#foodblogger']",craving peri peri fries day everyday,36
A beautiful poem recital by a beautiful favourite person ❤️ @priyankachopra #QuarantineLife #PriyankaChopra #IForIndia #IForIndiaConcert #IndiaFightsCorona #AllInThisTogether #COVIDー19 https://t.co/kqXKIaN8um,['@priyankachopra'],"['#QuarantineLife', '#PriyankaChopra', '#IForIndia', '#IForIndiaConcert', '#IndiaFightsCorona', '#AllInThisTogether', '#COVID']",beautiful poem recital beautiful favourite person,49
I really loved it as well as lived it @iamsrk  #SRKAbRam #QuarantineLife #StayHomeIndia #IForIndia #parsabsahihojayega 👌🏻❤️ https://t.co/1fF138CY7A,['@iamsrk'],"['#SRKAbRam', '#QuarantineLife', '#StayHomeIndia', '#IForIndia', '#parsabsahihojayega']",really loved well lived,23
She is living #QuarantineLife since 4 month. 😂 https://t.co/CyJvUKMBEN,[],['#QuarantineLife'],living since month,18
Anyone else dance to @taylorswift13 while cooking??? Just ME! Ok😘💁🏼‍♂️ @taylornation13 #TaylorSwift #taylornation #SwiftiesAtHome #taylorswiftindia #indianswifties #OneYearOfME @treepaine @brendonurie #brendonurie #homecooking #QuarantineLife https://t.co/DASCw5Jp22,"['@taylorswift13', '@taylornation13', '@treepaine', '@brendonurie']","['#TaylorSwift', '#taylornation', '#SwiftiesAtHome', '#taylorswiftindia', '#indianswifties', '#OneYearOfME', '#brendonurie', '#homecooking', '#QuarantineLife']",anyone else dance cooking ok,28
"Who needs the gym when you can workout with these... 😌💪 

#Quarantine #workoutathome

 https://t.co/poKNIr26UJ",[],"['#Quarantine', '#workoutathome']",needs gym workout,17
"Don't know who??, But one of them is wrong.Railway has released one notification then how these two media houses are anticipating differently. This is really disconcerting!! 
@RailMinIndia @PMOIndia
@ZeeNews @ndtv
 #lockdownhustle #IndiaFightsCorona #sudhirchaudhary #RavishKumar https://t.co/c6jD9Q4hpr","['@RailMinIndia', '@PMOIndia', '@ZeeNews', '@ndtv']","['#lockdownhustle', '#IndiaFightsCorona', '#sudhirchaudhary', '#RavishKumar']",know one wrong railway released one notification two media houses anticipating differently really disconcerting,111
"@ArvindKejriwal  ji , 70 % Corona Tax on alcohol means 3 things :

 1. Rich can have, Poor Cannot. 

2. You make a Poor Addict use his Family's Food Budget to buy the Alcohol, no matter how expensive

3. Spurious alcohol units mushroom 
#IndiaFightsCorona",['@ArvindKejriwal'],['#IndiaFightsCorona'],ji corona tax alcohol means things rich poor cannot make poor addict use family food budget buy alcohol matter expensive spurious alcohol units mushroom,152
"Here is a quick bodyweight workout that you can try at home. Do let us know  your experience after completing this workout 💪
#StayHomeStaySafe
#StayHome #StayHomeSaveLives https://t.co/gcwBWg8Q8E",[],"['#StayHomeStaySafe', '#StayHome', '#StayHomeSaveLives']",quick bodyweight workout try home let us know experience completing workout,75
"By making it a criminal offence to cut salaries during #lockdown, without requiring banks to give small personal loans under 1 lakh, the government is guaranteeing mass layoff or retrenchment after lockdown or employers going bankrupt.
@AmitShah 
You saw it here first.
@PMOIndia","['@AmitShah', '@PMOIndia']",['#lockdown'],making criminal offence cut salaries without requiring banks give small personal loans lakh government guaranteeing mass layoff retrenchment lockdown employers going bankrupt saw first,184
"Ye hai hamare west delhi tilak nagar ke haal... Asa hote hai lock down ar social distancing ke palan. 
@ArvindKejriwal @BjpAmitgaba @TajinderBagga @p_sahibsingh @narendramodi 

#wineshops #COVIDー19 #WineShopsOpen #SocialDistancing https://t.co/JtAESYO8GS","['@ArvindKejriwal', '@BjpAmitgaba', '@TajinderBagga', '@p_sahibsingh', '@narendramodi']","['#wineshops', '#COVID', '#WineShopsOpen', '#SocialDistancing']",ye hai hamare west delhi tilak nagar ke haal asa hote hai lock ar social distancing ke palan,92
"Delhi government imposes 70 percent tax on liquor @ArvindKejriwal terming tax amount ‘special corona fee’
#coronavirusinindia 
#delhilockdown 
#DelhiFightsCovid @TheDailyPioneer","['@ArvindKejriwal', '@TheDailyPioneer']","['#coronavirusinindia', '#delhilockdown', '#DelhiFightsCovid']",delhi government imposes percent tax liquor terming tax amount special corona fee,81
"Sir, ⁦⁦@SrBachchan⁩ your charismatic appeal attracts even the youngest lot. My son is inspired by your message that he passes it to all at home, school and in neighbourhood. ⁦@narendramodi⁩ ⁦⁩ ⁦@IndiaToday⁩⁩ #IndiaFightsCorona #DelhiFightsCorona https://t.co/WeiR0X0dt9","['@SrBachchan', '@narendramodi', '@IndiaToday']","['#IndiaFightsCorona', '#DelhiFightsCorona']",sir charismatic appeal attracts even youngest lot son inspired message passes home school neighbourhood,103
